street_name,defect_type,severity,latitude,longitude
Autostrad Rd,pothole,1,30.085512,31.35751
Suez Desert Rd,pothole,3,30.10621,31.401062
Dokki St,crack,4,30.037549,31.20921
Corniche El Nil,pothole,3,30.055494,31.241142
Salah Salem,marking,2,30.076028,31.286676
Dokki St,pothole,2,30.03819,31.211026
Port Said St,crack,2,30.062188,31.267536
Tahrir Square Rd,subsidence,4,30.04883,31.237175
Salah Salem,crack,2,30.072764,31.282079
Shubra St,pothole,4,30.113192,31.266329
Airport Rd,crack,2,30.125621,31.401303
Dokki St,pothole,3,30.043318,31.210717
Mohamed Farid St,crack,3,30.063346,31.250063
Maadi Corniche,crack,3,29.970631,31.244657
October Bridge,marking,5,30.062278,31.228554
Tahrir Square Rd,pothole,4,30.04816,31.228256
Corniche El Nil,rutting,4,30.049559,31.237596
Corniche El Nil,pothole,4,30.059291,31.243731
Heliopolis Ave,pothole,3,30.08699,31.321016
Dokki St,rutting,5,30.041835,31.213627
Ramsis St,pothole,3,30.061573,31.255956
Salah Salem,marking,2,30.070981,31.283109
Corniche El Nil,crack,5,30.06391,31.238314
October Bridge,edge_break,4,30.060243,31.237019
Autostrad Rd,pothole,3,30.078663,31.350762
Autostrad Rd,crack,1,30.076202,31.357722
Pyramids Rd,subsidence,4,29.974013,31.123754
Mohandiseen Rd,pothole,4,30.064118,31.206819
Shubra St,rutting,5,30.106514,31.276003
Port Said St,subsidence,2,30.064713,31.267962
Dokki St,crack,2,30.036086,31.20544
Airport Rd,pothole,3,30.1151,31.400512
Mohandiseen Rd,crack,1,30.052199,31.200676
Pyramids Rd,marking,2,29.97398,31.126339
Port Said St,subsidence,3,30.072644,31.252115
Heliopolis Ave,pothole,4,30.091381,31.313237
Mohandiseen Rd,pothole,4,30.053428,31.207608
Tahrir Square Rd,subsidence,3,30.047232,31.232691
Ring Road,pothole,3,30.019852,31.202043
Ain Shams St,crack,1,30.107478,31.313637
Nasr Rd,edge_break,4,30.06134,31.32244
Airport Rd,pothole,3,30.11863,31.3971
Heliopolis Ave,rutting,5,30.093412,31.326313
Ramsis St,crack,4,30.064762,31.242499
Tahrir Square Rd,crack,4,30.036705,31.242747
Dokki St,pothole,4,30.043742,31.212572
Autostrad Rd,crack,4,30.080338,31.357352
Nasr Rd,crack,5,30.05415,31.323943
Autostrad Rd,rutting,5,30.086849,31.354791
Pyramids Rd,subsidence,1,29.964847,31.132957
Ramsis St,subsidence,4,30.056681,31.250923
Pyramids Rd,rutting,3,29.964567,31.122015
Heliopolis Ave,subsidence,5,30.090646,31.321726
Maadi Corniche,crack,4,29.967838,31.246897
Ramsis St,crack,1,30.064879,31.25592
Heliopolis Ave,pothole,2,30.090885,31.325061
Tahrir Square Rd,pothole,4,30.050234,31.242272
Shubra St,crack,3,30.110592,31.273824
Airport Rd,crack,4,30.117659,31.400799
Airport Rd,rutting,2,30.126829,31.401805
Salah Salem,rutting,2,30.069548,31.286264
Mohamed Farid St,pothole,5,30.054867,31.252752
Ramsis St,rutting,4,30.063606,31.252932
Maadi Corniche,crack,3,29.969846,31.249353
Ring Road,marking,2,30.012863,31.206344
Suez Desert Rd,rutting,2,30.107655,31.396462
Ramsis St,marking,4,30.066323,31.249615
Salah Salem,marking,5,30.072422,31.287791
Salah Salem,crack,1,30.062204,31.274583
Corniche El Nil,crack,2,30.056947,31.243516
Port Said St,edge_break,3,30.074043,31.25739
Suez Desert Rd,pothole,2,30.104776,31.407008
Pyramids Rd,pothole,2,29.971236,31.129094
Autostrad Rd,crack,2,30.07903,31.353766
October Bridge,edge_break,2,30.05953,31.225982
Airport Rd,crack,5,30.12499,31.402161
Autostrad Rd,edge_break,2,30.072052,31.357362
Mohamed Farid St,crack,2,30.060101,31.243516
Mohamed Farid St,rutting,2,30.065571,31.253109
Salah Salem,marking,5,30.075368,31.287053
Ramsis St,subsidence,4,30.057768,31.254559
Suez Desert Rd,rutting,4,30.101612,31.395991
Tahrir Square Rd,pothole,3,30.051622,31.230897
Abbas El Akkad,pothole,2,30.063603,31.312219
Port Said St,crack,5,30.065707,31.256927
Mohandiseen Rd,crack,4,30.058803,31.19733
Suez Desert Rd,marking,2,30.107562,31.398095
Salah Salem,pothole,4,30.075944,31.275983
Autostrad Rd,subsidence,3,30.080996,31.347813
Shubra St,rutting,3,30.110384,31.266972
Abbas El Akkad,crack,4,30.057883,31.325665
Pyramids Rd,rutting,2,29.972082,31.124244
Port Said St,pothole,2,30.071567,31.264078
Port Said St,subsidence,5,30.074777,31.262722
Ramsis St,pothole,5,30.068574,31.250126
Mohamed Farid St,marking,5,30.050396,31.24709
Mohamed Farid St,marking,5,30.051425,31.256672
Corniche El Nil,pothole,3,30.059211,31.23835
Mohamed Farid St,subsidence,1,30.050191,31.242416
Autostrad Rd,rutting,1,30.084412,31.354702
Mohamed Farid St,crack,3,30.053387,31.247359
Ramsis St,pothole,4,30.070321,31.244967
Heliopolis Ave,rutting,3,30.09168,31.313173
October Bridge,marking,2,30.058685,31.23322
Heliopolis Ave,crack,2,30.088987,31.315034
Heliopolis Ave,pothole,4,30.094866,31.318699
Mohandiseen Rd,crack,3,30.0661,31.204997
Suez Desert Rd,rutting,3,30.101733,31.400932
Dokki St,crack,4,30.042601,31.211141
Suez Desert Rd,pothole,3,30.098019,31.397595
Tahrir Square Rd,rutting,4,30.05212,31.242964
Pyramids Rd,crack,1,29.963738,31.128835
Maadi Corniche,pothole,4,29.973999,31.251728
Shubra St,crack,3,30.10663,31.268686
Nasr Rd,edge_break,3,30.058163,31.3366
Heliopolis Ave,pothole,5,30.092913,31.326237
Abbas El Akkad,pothole,2,30.057453,31.321276
Port Said St,pothole,3,30.071761,31.253841
Tahrir Square Rd,crack,2,30.048621,31.231166
Autostrad Rd,edge_break,4,30.087573,31.35611
Mohamed Farid St,rutting,4,30.051597,31.24102
Autostrad Rd,crack,4,30.079265,31.343433
Mohamed Farid St,crack,5,30.056914,31.246786
Port Said St,crack,4,30.064836,31.262027
Tahrir Square Rd,pothole,2,30.048439,31.237011
Heliopolis Ave,edge_break,1,30.089708,31.318815
Shubra St,edge_break,3,30.106881,31.265045
Port Said St,pothole,1,30.063114,31.260981
Shubra St,pothole,3,30.110712,31.274786
Suez Desert Rd,crack,3,30.095586,31.392631
Pyramids Rd,pothole,2,29.973631,31.12426
Salah Salem,marking,2,30.06784,31.27392
Ramsis St,marking,2,30.066113,31.251525
October Bridge,pothole,4,30.049658,31.22292
Autostrad Rd,crack,3,30.079228,31.352938
Shubra St,rutting,4,30.110189,31.271128
Nasr Rd,pothole,5,30.06081,31.3332
Ramsis St,pothole,3,30.068389,31.249217
Dokki St,rutting,4,30.033512,31.217108
October Bridge,pothole,2,30.060168,31.229375
Airport Rd,crack,3,30.124845,31.396444
Shubra St,pothole,1,30.106233,31.267104
Port Said St,edge_break,3,30.06313,31.267771
Heliopolis Ave,rutting,3,30.091566,31.325306
Tahrir Square Rd,subsidence,1,30.040066,31.236595
Autostrad Rd,pothole,5,30.076685,31.347652
Mohandiseen Rd,crack,3,30.060501,31.203503
Mohamed Farid St,edge_break,4,30.062772,31.254157
Shubra St,crack,5,30.110337,31.263941
Port Said St,edge_break,4,30.077472,31.265731
Port Said St,rutting,3,30.074618,31.259458
Maadi Corniche,edge_break,2,29.965357,31.2577
Heliopolis Ave,crack,4,30.09265,31.316115
Ring Road,crack,4,30.016359,31.192644
Autostrad Rd,pothole,4,30.079455,31.345857
Autostrad Rd,subsidence,2,30.078875,31.349537
Port Said St,crack,5,30.070193,31.257623
Airport Rd,rutting,5,30.116567,31.404324
Ain Shams St,rutting,5,30.116027,31.322076
Maadi Corniche,crack,3,29.96208,31.248435
Port Said St,rutting,2,30.062405,31.259906
Salah Salem,marking,4,30.07103,31.280363
Mohandiseen Rd,edge_break,3,30.06717,31.192753
Ramsis St,pothole,2,30.055139,31.252314
Shubra St,rutting,4,30.114514,31.268653
Heliopolis Ave,crack,2,30.08293,31.320399
Airport Rd,pothole,3,30.112999,31.404527
Heliopolis Ave,rutting,3,30.088573,31.318382
Ring Road,pothole,3,30.026875,31.205793
Suez Desert Rd,edge_break,4,30.095546,31.39635
Ramsis St,subsidence,3,30.070406,31.252125
Suez Desert Rd,crack,3,30.104812,31.405024
Port Said St,pothole,1,30.075601,31.259395
Maadi Corniche,crack,3,29.97289,31.245799
Tahrir Square Rd,rutting,2,30.039762,31.2392
Nasr Rd,pothole,4,30.067486,31.335814
Port Said St,crack,2,30.062042,31.259273
Suez Desert Rd,pothole,4,30.100907,31.403506
October Bridge,pothole,2,30.060612,31.237248
Maadi Corniche,marking,1,29.967942,31.244002
Dokki St,crack,3,30.043576,31.202956
Autostrad Rd,crack,2,30.074301,31.34303
Autostrad Rd,pothole,3,30.086831,31.343033
Tahrir Square Rd,edge_break,4,30.04457,31.240851
Salah Salem,edge_break,3,30.071222,31.274812
Corniche El Nil,pothole,3,30.060698,31.237307
Corniche El Nil,marking,3,30.050188,31.239411
Abbas El Akkad,crack,2,30.058562,31.325968
Maadi Corniche,pothole,5,29.976305,31.249966
Mohamed Farid St,pothole,4,30.062034,31.247181
Tahrir Square Rd,pothole,3,30.04644,31.234491
Salah Salem,pothole,2,30.076305,31.275559
October Bridge,subsidence,3,30.050054,31.234036
Abbas El Akkad,pothole,3,30.061448,31.322967
Ring Road,rutting,3,30.021206,31.200222
October Bridge,rutting,5,30.061131,31.224896
Port Said St,marking,3,30.070612,31.262219
Pyramids Rd,rutting,1,29.97009,31.125657
Port Said St,pothole,4,30.071199,31.260274
Dokki St,crack,2,30.045269,31.204804
Port Said St,pothole,4,30.07224,31.258165
Corniche El Nil,rutting,3,30.054069,31.239319
Suez Desert Rd,pothole,3,30.097768,31.398504
Autostrad Rd,rutting,5,30.087507,31.353572
Mohandiseen Rd,pothole,3,30.052329,31.196722
Shubra St,pothole,2,30.10632,31.276457
Nasr Rd,marking,3,30.058459,31.330523
Tahrir Square Rd,marking,3,30.051162,31.240397
Airport Rd,pothole,3,30.119035,31.395871
Ain Shams St,edge_break,5,30.116644,31.32422
Shubra St,marking,1,30.113419,31.274466
Ain Shams St,pothole,2,30.11744,31.316937
Port Said St,pothole,5,30.07626,31.259277
Ramsis St,crack,1,30.070373,31.243756
Salah Salem,pothole,3,30.069998,31.283857
Tahrir Square Rd,marking,3,30.048478,31.231229
Tahrir Square Rd,rutting,3,30.050809,31.234174
Port Said St,rutting,1,30.073813,31.262532
Salah Salem,pothole,3,30.063647,31.28478
Port Said St,pothole,4,30.064628,31.262058
Port Said St,pothole,2,30.077096,31.25609
Mohandiseen Rd,pothole,2,30.054774,31.192989
Maadi Corniche,pothole,5,29.970072,31.254175
Ain Shams St,crack,3,30.108816,31.317154
Ramsis St,pothole,3,30.059691,31.25281
Airport Rd,rutting,3,30.125635,31.407996
Mohandiseen Rd,crack,5,30.058429,31.20458
Salah Salem,pothole,5,30.06804,31.275355
Autostrad Rd,crack,5,30.087072,31.35376
Port Said St,crack,4,30.075642,31.262675
October Bridge,crack,5,30.053997,31.223453
Maadi Corniche,crack,5,29.97218,31.247514
October Bridge,crack,4,30.054219,31.228709
Suez Desert Rd,rutting,4,30.101505,31.395525
Dokki St,crack,3,30.046063,31.207706
Maadi Corniche,rutting,3,29.965596,31.25435
Salah Salem,edge_break,4,30.072195,31.27443
Mohamed Farid St,marking,4,30.055867,31.256273
Maadi Corniche,marking,5,29.967766,31.255923
Maadi Corniche,subsidence,3,29.962078,31.245171
Autostrad Rd,pothole,3,30.077149,31.342595
Suez Desert Rd,rutting,2,30.102434,31.403804
October Bridge,crack,5,30.059844,31.228636
Maadi Corniche,pothole,3,29.97589,31.244421
Autostrad Rd,rutting,2,30.086412,31.347383
Shubra St,crack,4,30.109794,31.277403
Salah Salem,subsidence,4,30.071393,31.285123
Port Said St,pothole,3,30.0638,31.254308
Dokki St,marking,4,30.037529,31.209742
Mohamed Farid St,marking,5,30.052586,31.246861
October Bridge,marking,3,30.059794,31.237801
Suez Desert Rd,rutting,3,30.098991,31.395137
Salah Salem,subsidence,2,30.075648,31.277543
Mohandiseen Rd,subsidence,5,30.058523,31.206565
Port Said St,crack,3,30.068137,31.255908
Shubra St,subsidence,3,30.110925,31.273506
Dokki St,crack,3,30.037479,31.207095
Pyramids Rd,pothole,4,29.964816,31.131414
Ramsis St,pothole,2,30.060719,31.247771
Heliopolis Ave,pothole,4,30.090899,31.317095
Corniche El Nil,marking,2,30.053546,31.2375
Salah Salem,edge_break,3,30.072937,31.277567
Ring Road,pothole,3,30.024285,31.19915
Ring Road,subsidence,4,30.027089,31.197991
Dokki St,pothole,3,30.045796,31.205764
Autostrad Rd,rutting,3,30.079695,31.353383
Nasr Rd,crack,3,30.061732,31.324206
Airport Rd,rutting,4,30.125364,31.395029
Autostrad Rd,pothole,3,30.076984,31.345539
Suez Desert Rd,marking,2,30.10781,31.399648
Nasr Rd,crack,3,30.05262,31.323938
Suez Desert Rd,crack,4,30.093227,31.394353
Suez Desert Rd,subsidence,2,30.099161,31.397963
Suez Desert Rd,crack,1,30.09513,31.403918
Salah Salem,crack,2,30.06743,31.274675
Heliopolis Ave,crack,3,30.089138,31.317214
Maadi Corniche,edge_break,5,29.973143,31.250649
Corniche El Nil,crack,2,30.057805,31.236295
Heliopolis Ave,marking,2,30.09792,31.322932
Tahrir Square Rd,rutting,5,30.050674,31.237001
Tahrir Square Rd,rutting,5,30.046075,31.238234
Maadi Corniche,marking,5,29.963175,31.246453
Abbas El Akkad,marking,4,30.065097,31.317509
Ramsis St,marking,2,30.067408,31.242074
Airport Rd,pothole,4,30.121606,31.406908
Ain Shams St,crack,3,30.116758,31.312716
Mohamed Farid St,crack,1,30.064428,31.241384
Abbas El Akkad,crack,3,30.060165,31.317244
Salah Salem,marking,1,30.074131,31.276451
Pyramids Rd,pothole,4,29.970732,31.133517
Airport Rd,crack,2,30.11597,31.400931
Nasr Rd,rutting,2,30.061947,31.330929
Mohamed Farid St,crack,5,30.050872,31.255467
Pyramids Rd,edge_break,5,29.976685,31.122773
Suez Desert Rd,pothole,3,30.107828,31.397315
Salah Salem,pothole,3,30.069787,31.276779
Nasr Rd,marking,5,30.062412,31.324857
Mohamed Farid St,pothole,4,30.05034,31.248727
Salah Salem,crack,2,30.075271,31.27666
Tahrir Square Rd,pothole,2,30.037845,31.233468
Corniche El Nil,rutting,2,30.061631,31.238967
Salah Salem,crack,1,30.075849,31.285264
October Bridge,subsidence,3,30.048171,31.223037
Port Said St,pothole,5,30.073783,31.256315
October Bridge,rutting,3,30.051242,31.223973
Dokki St,rutting,5,30.038388,31.214234
Ain Shams St,pothole,4,30.111143,31.320953
Dokki St,subsidence,2,30.032111,31.203889
Mohandiseen Rd,pothole,5,30.059835,31.200047
Mohandiseen Rd,pothole,3,30.058899,31.199007
Tahrir Square Rd,pothole,2,30.051256,31.240922
October Bridge,marking,3,30.050404,31.236479
Corniche El Nil,crack,5,30.062421,31.245581
Mohamed Farid St,crack,2,30.061602,31.249542
Pyramids Rd,subsidence,2,29.973545,31.133173
Nasr Rd,crack,3,30.066362,31.337893
October Bridge,pothole,5,30.061157,31.23446
Ring Road,marking,4,30.026945,31.204778
Tahrir Square Rd,edge_break,3,30.037455,31.233675
Maadi Corniche,rutting,5,29.973659,31.257647
Ramsis St,crack,5,30.057307,31.257404
Autostrad Rd,marking,2,30.078228,31.345889
Mohandiseen Rd,crack,4,30.063875,31.203329
Ain Shams St,rutting,1,30.115405,31.318355
Airport Rd,crack,2,30.12471,31.402672
Pyramids Rd,pothole,5,29.977871,31.130036
Dokki St,rutting,3,30.040419,31.209977
Corniche El Nil,rutting,4,30.054571,31.238291
Maadi Corniche,crack,5,29.966384,31.255383
Pyramids Rd,pothole,5,29.967471,31.135779
Nasr Rd,crack,4,30.061939,31.325392
Ring Road,crack,4,30.013487,31.199573
Heliopolis Ave,crack,5,30.089741,31.317186
Corniche El Nil,subsidence,4,30.050461,31.239138
Abbas El Akkad,rutting,2,30.058512,31.32191
October Bridge,crack,2,30.050345,31.229461
Pyramids Rd,rutting,2,29.974904,31.126173
Shubra St,pothole,3,30.111037,31.274312
Pyramids Rd,rutting,2,29.970551,31.128833
Tahrir Square Rd,rutting,5,30.042886,31.241917
Tahrir Square Rd,pothole,4,30.045199,31.228399
Mohamed Farid St,crack,2,30.054416,31.247431
Heliopolis Ave,rutting,2,30.09016,31.314094
Abbas El Akkad,crack,2,30.072897,31.326622
Shubra St,marking,4,30.107047,31.263766
Suez Desert Rd,crack,5,30.096276,31.399543
Mohandiseen Rd,rutting,2,30.057959,31.19475
Dokki St,marking,3,30.036884,31.206252
Heliopolis Ave,pothole,5,30.09627,31.323713
October Bridge,pothole,4,30.053209,31.232324
Ain Shams St,crack,5,30.103548,31.314425
Salah Salem,pothole,2,30.067413,31.282931
Salah Salem,pothole,5,30.065886,31.277513
Salah Salem,marking,4,30.073636,31.287231
Dokki St,rutting,5,30.034848,31.206445
Ramsis St,rutting,1,30.062036,31.249552
Heliopolis Ave,pothole,5,30.092753,31.327557
Airport Rd,edge_break,4,30.123841,31.394614
Salah Salem,pothole,2,30.070571,31.279023
Dokki St,pothole,5,30.032796,31.205626
Port Said St,crack,4,30.077637,31.260219
Ring Road,pothole,4,30.015638,31.202688
Airport Rd,pothole,3,30.11712,31.395054
Maadi Corniche,rutting,4,29.977284,31.24399
Maadi Corniche,marking,2,29.965098,31.255186
Shubra St,pothole,3,30.106084,31.26725
Port Said St,crack,5,30.071703,31.262123
Corniche El Nil,crack,3,30.064087,31.246257
Tahrir Square Rd,crack,3,30.036468,31.239307
Nasr Rd,marking,5,30.059814,31.33135
Tahrir Square Rd,pothole,4,30.043452,31.231935
Mohamed Farid St,pothole,5,30.05682,31.244632
Shubra St,crack,5,30.107509,31.276795
Suez Desert Rd,pothole,3,30.097484,31.403973
Autostrad Rd,crack,4,30.072258,31.346191
Maadi Corniche,marking,3,29.973417,31.248975
Abbas El Akkad,pothole,5,30.063657,31.325942
Salah Salem,rutting,1,30.062764,31.286417
Shubra St,edge_break,2,30.10701,31.277719
October Bridge,subsidence,2,30.054777,31.236941
Port Said St,rutting,3,30.063859,31.258362
Ain Shams St,pothole,4,30.116846,31.326548
Nasr Rd,crack,5,30.067227,31.327472
Salah Salem,pothole,3,30.072195,31.274087
Mohamed Farid St,crack,4,30.060189,31.254714
Mohandiseen Rd,marking,4,30.05368,31.200485
October Bridge,pothole,2,30.060965,31.232909
Tahrir Square Rd,rutting,2,30.040354,31.241529
Port Said St,crack,2,30.065589,31.252587
Mohandiseen Rd,crack,4,30.059545,31.207928
Mohandiseen Rd,edge_break,3,30.067709,31.200491
Mohandiseen Rd,pothole,2,30.066714,31.1995
Suez Desert Rd,crack,2,30.102847,31.40111
Corniche El Nil,pothole,3,30.061722,31.246823
Corniche El Nil,pothole,4,30.051894,31.235216
Ring Road,pothole,4,30.021498,31.192457
Ramsis St,crack,3,30.066133,31.250101
Suez Desert Rd,rutting,3,30.107644,31.406024
Corniche El Nil,pothole,5,30.050434,31.244607
Maadi Corniche,rutting,3,29.975581,31.254403
Heliopolis Ave,crack,5,30.096491,31.319059
Nasr Rd,pothole,2,30.053484,31.333569
Port Said St,pothole,3,30.070219,31.266091
Mohamed Farid St,crack,2,30.062592,31.246304
Suez Desert Rd,pothole,4,30.100628,31.397418
October Bridge,crack,4,30.061816,31.222722
Ain Shams St,crack,2,30.108535,31.319721
October Bridge,marking,3,30.050319,31.228117
Dokki St,pothole,3,30.044841,31.215955
Mohandiseen Rd,crack,3,30.067639,31.192888
Ramsis St,pothole,5,30.058432,31.251873
Autostrad Rd,pothole,3,30.087439,31.35232
Pyramids Rd,crack,3,29.977609,31.124671
Corniche El Nil,crack,2,30.058822,31.242569
Dokki St,pothole,3,30.038398,31.203327
Dokki St,crack,1,30.038134,31.217178
Mohamed Farid St,rutting,3,30.051013,31.253733
Ring Road,crack,3,30.027361,31.207383
Suez Desert Rd,rutting,4,30.092518,31.397015
Tahrir Square Rd,crack,5,30.039447,31.234246
Tahrir Square Rd,pothole,3,30.044414,31.239163
Ring Road,crack,3,30.016879,31.204968
Salah Salem,rutting,4,30.075767,31.287474
Tahrir Square Rd,pothole,4,30.048105,31.233166
Heliopolis Ave,marking,4,30.082057,31.315276
Nasr Rd,crack,1,30.060874,31.334818
Shubra St,rutting,4,30.114136,31.272829
Ramsis St,pothole,3,30.063388,31.256152
October Bridge,pothole,4,30.055685,31.224661
Shubra St,pothole,3,30.106922,31.265493
Corniche El Nil,crack,3,30.063896,31.240655
Autostrad Rd,pothole,1,30.07347,31.347405
Mohandiseen Rd,rutting,3,30.054834,31.197423
Corniche El Nil,pothole,3,30.055102,31.243894
Abbas El Akkad,crack,1,30.061777,31.315839
Mohamed Farid St,marking,2,30.061033,31.248541
Heliopolis Ave,crack,5,30.097806,31.319064
Mohamed Farid St,marking,1,30.065632,31.250392
Pyramids Rd,edge_break,4,29.97369,31.135073
Tahrir Square Rd,crack,3,30.036681,31.240922
Salah Salem,subsidence,3,30.074683,31.272951
Shubra St,crack,3,30.109788,31.271509
Corniche El Nil,crack,4,30.057486,31.238145
October Bridge,crack,2,30.051053,31.222016
Ain Shams St,rutting,4,30.110213,31.323035
Autostrad Rd,crack,5,30.083715,31.35369
Tahrir Square Rd,rutting,3,30.045768,31.234291
October Bridge,subsidence,3,30.057915,31.237458
Ring Road,marking,2,30.0142,31.204942
Autostrad Rd,rutting,4,30.07606,31.355526
Shubra St,crack,2,30.115737,31.277187
Corniche El Nil,crack,3,30.063664,31.241726
Port Said St,crack,2,30.065911,31.252343
Port Said St,rutting,4,30.06523,31.254238
October Bridge,rutting,3,30.062683,31.230342
Shubra St,edge_break,5,30.107811,31.274806
Abbas El Akkad,rutting,3,30.071533,31.326367
Pyramids Rd,marking,2,29.962211,31.125488
Abbas El Akkad,crack,5,30.057474,31.31248
Autostrad Rd,crack,3,30.081338,31.349615
October Bridge,crack,4,30.056739,31.227478
Maadi Corniche,pothole,3,29.977909,31.244669
Corniche El Nil,pothole,1,30.06353,31.239986
Autostrad Rd,subsidence,3,30.082103,31.348618
Abbas El Akkad,crack,5,30.061414,31.317869
Salah Salem,crack,3,30.070045,31.276159
Shubra St,rutting,5,30.108262,31.27372
Maadi Corniche,rutting,1,29.974662,31.246276
October Bridge,crack,4,30.048541,31.226812
Suez Desert Rd,rutting,3,30.10757,31.394196
